color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,Intuit,Linkedin,Microsoft,Netflix,Walmart,Xerox,Zoom,url_len,tld_char_score
16711422,2778281,789516,7977026,10460830,6511451,14082540,8627136,0,0,0,0,0,0,0,0,0,0,42,2.703793971080174
16711422,328965,10461087,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.6854412333369909
16711422,15922167,10200246,4417477,2171427,197379,6250851,13342561,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16514043,3236784,5079240,3289650,14345454,6839902,10789281,7252182,0,0,0,0,0,0,0,0,0,0,17,0.8766338527591422
16711422,2633007,3960751,9281461,14279146,3355443,10526880,14737889,0,0,0,0,0,0,0,0,0,0,19,1.1298787657653169
16711421,1971988,1516588,10573100,3496563,14324813,2235679,14019572,0,0,0,0,0,0,0,0,0,0,25,1.6042561103673527
16645629,65793,10132122,6908265,2900389,14869746,7638745,14500220,0,0,0,0,0,0,0,0,0,0,16,0.7145386486813583
15856113,11575939,6906461,14672353,14870507,2892833,5659758,10395813,0,0,0,0,0,0,0,0,0,0,26,1.208462423219034
16711422,197379,10526879,6315357,4684204,16445172,16121080,2301729,0,0,0,0,0,0,0,0,0,0,14,1.1524045191535945
16711422,3159361,5332847,14475234,9871530,11874862,14000257,16448507,0,0,0,0,0,0,0,0,0,0,8,0.43958107839560046
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
16711422,16119544,2171427,4351941,9740219,6184800,11316396,263172,0,0,0,0,0,0,0,0,0,0,16,0.883152750443109
16316664,2960685,10526880,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7908545083476775
1450300,5527142,14844210,16645629,14706730,3554127,14869735,10133419,0,0,0,0,0,0,0,0,0,0,11,0.38251850983117724
16711422,6006495,1914777,328965,15349286,14477044,11441811,6250335,0,0,0,0,0,0,0,0,0,0,26,1.5338477449381231
16514043,3764703,12097667,5460819,14147568,723723,4087465,8493261,0,0,0,0,0,0,0,0,0,0,22,1.0925338269237665
16711422,3224112,4342338,1651143,1316376,10461087,2632234,5531092,0,0,0,0,0,0,0,0,0,0,30,1.755183710082779
16711165,14475494,15397867,15651038,9215672,2369325,5856103,13275049,0,0,0,0,0,0,0,0,0,0,7,0.26137365581480754
16711422,723464,6183248,10920089,4997677,9666662,13222320,131812,0,0,0,0,0,0,0,0,0,0,18,0.6334215869350035
16645629,2038327,4205859,2432699,13951214,7361865,3497880,8038609,0,0,0,0,0,0,0,0,0,0,13,0.6666459420333208
1912649,3230829,7823691,16250871,10587257,9476258,10822682,3358289,0,0,0,0,0,0,0,0,0,0,20,0.9066341765559093
15526628,14278628,14344920,14605277,3106994,6381921,2171168,11445389,0,0,0,0,0,0,0,0,0,0,37,2.201876184767814
16447992,3961059,11773569,14609382,8023116,13814925,14739696,4156582,0,0,0,0,0,1,0,0,0,0,20,1.036110707398361
15658233,5588175,15855345,16250611,8561594,592146,4746124,657672,0,0,0,0,0,0,0,0,0,0,29,1.1149662511992908
16514043,263172,16577616,7887440,11051164,6844275,4790595,10133153,0,0,0,0,0,0,0,0,0,0,16,0.7251831681752126
1644825,3424083,2501687,5525837,4345445,14342874,1843230,2692896,0,0,0,0,0,0,0,0,0,0,19,1.1265207413843277
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,1.361460126410714
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7233303742859281
16053492,3372751,15725045,15461612,11710379,6908265,3355443,15329513,0,0,0,0,0,1,0,0,0,0,19,0.8972988844228786
11312528,15855338,7625808,2433051,5203311,1844779,9083555,7678758,0,0,0,0,0,0,0,0,0,0,27,1.678108464168013
1185306,2300955,2103579,2172195,7086358,8292759,5462627,4736324,0,0,0,0,0,0,0,0,0,0,13,0.6870422901028868
14871292,16645626,7317724,4219292,3355443,13690472,4358693,10533219,0,0,0,0,0,0,0,0,0,0,18,0.8777566258237908
15921132,8480852,11113599,2561294,4329751,9797477,11248295,1580070,0,0,0,0,0,0,0,0,0,0,25,1.391377630875963
16579836,10634558,10719881,3223592,4872044,1976118,14870766,9543086,0,0,0,0,0,0,0,0,0,0,6,0.2176743624213046
16711422,4683474,16186875,15462136,4936345,789512,5577166,12100332,0,0,0,0,0,0,0,0,0,0,18,0.8309208565748556
16711160,4824407,4296780,14349013,1447189,10919570,7105385,7780223,0,0,0,0,0,0,0,0,0,0,11,0.49098627228346264
16711422,2974651,2171169,6316128,14147822,10461087,8495055,2831420,0,0,1,0,0,0,0,0,0,0,16,0.5892506979843858
