color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,DocuSign,Intuit,Linkedin,Microsoft,Netflix,Paypal,Walmart,Xerox,Zoom,eFax,url_len,tld_char_score
16645629,2697513,11247239,7824473,15790837,15791347,11767199,11297939,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.7368388859069867
15921906,4422058,15066855,5658198,2434341,15395819,3619130,10395294,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.585776152874171
16579836,11901326,8284495,10922416,16580350,6872567,16644604,13758709,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.2336984724410005
2433822,16251129,5596791,6313544,9736584,16711422,8620172,6581096,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1.25309442788422
16514043,1972758,6904907,11246474,7121623,1647386,1316910,5400664,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6920232717320773
16579836,3368147,4825646,2237737,14344686,7697781,8887492,6316645,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.5511089919252979
16711422,15395563,2114170,495801,8039618,6908265,4167356,11316396,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1.1425940784876463
16711422,328965,6250335,10395294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2714503097903045
16579836,15724786,3698911,7245524,6909041,14111040,3421275,15843139,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.9173678771989848
399411,4543078,6729440,6146894,16711422,13291220,0,7307411,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.680952400435184
16711422,5063748,10854045,2380733,14476276,12475993,8099799,4944585,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.5589049983217267
266780,16711422,4544109,9674148,14409184,6013858,6807735,2833757,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4102242606291877
16053492,3372751,15725045,15461612,11710379,6908265,3355443,15329513,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.8926854644803853
16711421,8363455,2698802,3694438,13883612,15243330,15396076,15777412,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2.00761090558657
986123,987161,7952196,1181964,11112319,16382200,197892,4085103,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.652877742559799
16711422,394758,10066329,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.2174503500754907
16711422,15462391,8495058,1381915,460294,6515837,16448763,6644319,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.299763385296457
16711422,3224112,4342338,1651143,1316376,10461087,2632234,5531092,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.6105751832513462
15790049,592136,11184267,6710869,13224357,227,15348772,8882030,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.9391473177000258
16645629,3159885,7633544,9870506,4868682,14409186,4882135,14702931,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.4261083413284268
16711422,328965,9408399,6184542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.349251094575047
16711422,1258370,1515837,13819112,5068654,10069682,8215383,16382970,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.205543132319134
16711422,3105669,5209697,8232261,15461871,6918486,9810780,8102762,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.5097612641633613
16448250,657930,5740261,10329501,1192804,6908265,14410217,4677766,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.6354804020416893
16119285,1710618,10724001,6446685,5153504,14211800,14278627,1120020,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.5953730597492382
16711422,15856374,65793,1843239,4871805,5073085,9937078,12628078,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957
16711422,16054008,12105912,2171427,8691901,4351941,197379,6250593,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957
16711422,3174591,14674164,6645093,7577038,10329501,1052688,4816832,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.2296060452911972
16711422,3553573,397089,4934731,1714975,4540743,15004668,4539976,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.8832324544288169
16711422,263172,5666218,6776679,10526880,14410477,9019075,11517398,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.37167131556595495
16250345,2236192,13672545,5656128,4143150,4735028,6117979,13485229,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.596904211982888
3475803,16250871,3345242,5451644,5197661,16513532,6580297,14512728,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.7143082113893995
16711422,12296172,11638239,16185337,1250332,5785580,6053234,15916119,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.193416619034041
2628480,15984089,12295047,7887693,14932445,3351323,14804203,9673140,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.5968296082163316
9277074,1646382,16711422,7167055,5858417,8344412,4139044,2825506,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.4529003066188669
16711422,1382690,9605778,5462630,2039580,1324428,8948110,6184541,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5310129316571995
3692149,16711422,1519436,2179685,13555941,8042555,10266037,11780048,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.6606326919522205
16711422,2249886,16054009,15022119,9154000,3094343,14516859,394758,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1.8522731373046755
16711422,15659510,3700708,2041916,5543138,197379,4938361,7717738,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.0217348423893893
15724010,7441324,14803946,15195104,14343642,8697246,131586,2303530,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.873142149507913
1652794,3040613,16711422,2314064,2973023,11775582,2511956,7389893,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.6808574475968148
16711422,1052688,10526880,6513507,6170958,15393767,8015469,11770540,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.412947645632284
3680543,16447993,6310973,13080418,2707884,3767099,1054509,15163954,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.6914574396001766
16645629,2964041,5594987,5921370,328965,13338473,7574714,14541286,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.35478932975713273
16645629,14675444,3634610,6771010,12360833,8757704,4073757,14603993,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.954322396686219
1711649,1908511,2236961,16711422,13554904,9648949,10001826,6054760,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5848258849230503
8355830,0,6710981,1447468,4802957,3552872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.3850786894384763
16579579,2433571,1185331,1905939,13470555,3233680,2503015,8343876,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.5092515841371492
16711422,5063748,10853789,2249404,14739445,8034007,12475993,4944585,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.8954435125485586
16711422,1250067,5723991,10395294,3423896,2104606,14540787,3422804,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.9034848013751073
16711422,723464,6183248,10920089,4997677,9666662,13222320,131812,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.4945041620882173
16447731,3289650,10787982,5460819,11059424,10669983,12242406,13298118,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.236112562915678
15856887,16711422,1189465,9806771,4157587,1522822,7241113,12041932,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9303873271646514
5791613,5219729,2895168,3487834,16185084,4942695,10793390,10330031,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2.8041242515504305
16448249,15659507,2039579,10986892,7842009,6578507,15396332,4417152,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9459942149905162
5526360,2564896,1119526,15393493,7556924,12623463,14732387,2957861,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7238668393194196
16711422,15461629,15914824,592137,7694694,13409903,6050543,245,0,0,0,0,0,0,1,0,0,0,0,0,0,18,2.0042224800207777
16513270,12342825,15658735,11835787,6383211,10724519,3420979,14669786,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.196164625843693
16512494,2437954,15362375,3952224,15002350,16383485,9805993,16710910,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.23871469051417
16711422,394758,10658466,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1.7959909712782272
1840142,1053725,7163974,2429983,16711422,1251093,5200482,6247515,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.8245154665278374
16250611,15266792,10570304,12140352,11380357,15988214,2631203,4811652,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.2991493018848006
16711422,1911353,6861537,14977084,13952754,4549250,0,15973507,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.270213183373157
15595262,16711421,9654583,7359182,6667726,12360031,3545388,9548699,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.537892035708168
16579836,14024189,527567,1710618,7379673,5203925,10855326,6579042,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.288899202452895
16513786,13080951,14278104,14081251,1710618,6250335,11581612,11382710,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5208534478877537
5789783,16711422,1643534,5066064,1057057,5086668,4999756,2237482,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.3996879428206483
16711422,4683301,13225169,6451582,131586,9805736,1912847,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.3958837986321039
723723,5804227,5131854,16448250,10461087,9427959,4809838,2962744,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.0287353471575185
16711422,4807075,13689587,6597075,5460819,12818065,1578262,5013695,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.5053390620247507
16448250,663444,3105692,1387352,8625597,14409702,4883897,11910606,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.817076432734097
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1.5719994420364878
13492466,11118204,15592414,10269633,7500389,15192178,14541279,6975592,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.139921297250556
16711422,15396597,11445914,1052687,1973792,10265522,4417477,1249554,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957
16645629,16643831,1315964,15395322,15727852,9868694,1315389,2763306,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.804481632016638
15133431,2236961,5332091,10133941,3498064,7436954,5393482,16119028,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.2879593948784602
16316142,14737378,15526636,11248516,10129991,6512465,14078095,4469388,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9742705355825392
16513785,4558788,15528695,1124419,2760988,7560011,12228227,1252114,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.46798318356754826
16711421,3023128,7427393,8885932,10589574,2300961,6913696,6117210,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.606351793013204
16711165,15066876,1184274,397515,10329500,6316128,5658347,10790131,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.6280754500292827
16711422,8887992,3822718,2636895,14475495,2240844,14196059,6052178,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.8454172110579936
16711165,14379051,12474413,13996895,2627603,13324422,14927753,11156334,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.5401491173772388
16645629,9937306,10788501,1776410,9804962,6578525,15330794,1646377,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.9374234165902138
854281,7885123,1581873,13410912,15789284,6271459,4740714,2560283,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.591355798398427
16447992,11836554,8281163,1576716,1119005,14211037,5004915,2365211,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.4131848460876817
16711422,3172066,2105376,1323846,2973127,13738308,15067119,15780679,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4278973991574782
16645629,2964041,5594987,5921370,328965,13207660,7443391,14672619,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.93653893667365
14608892,16711421,7691958,4598904,5782933,12883562,7125196,15913315,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.8551860046130273
16645629,15461617,16185591,3824227,13013620,15124455,1382428,7709655,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1934801404397186
16645629,8182731,7452884,4477282,3226181,15070966,13888241,9426665,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1.5221250760479093
16711422,15922422,5665458,5481277,328965,9610436,3289137,14741213,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.613874143274
16711422,4538688,1588623,2050722,3158064,1123131,10591644,14542320,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.1300217729441808
7492417,16711422,3218453,16106820,11377806,12226361,9141366,5061429,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2.78281287544668
16579320,5655110,12031872,3155234,12424612,2821658,4675706,8016482,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.5414393497447865
7960953,16711422,2366490,2891040,2436144,4804939,5725537,2633005,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1.2932803652385745
16711422,1710618,7629418,15527157,10854045,3026564,14170420,6250110,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.0964501656799146
16579836,460551,4290719,6645093,10527387,10138184,8759489,12767377,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5125291672772219
16579836,2313863,10790052,14213097,328965,7368816,9149617,7253067,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3.0487420393936535
16513271,14475751,2434083,12139824,2172205,12096904,11121599,16112113,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.48816627011765
16316663,3174334,16054005,5016029,15332346,10920604,16513274,6513507,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.5880062137871884
1450043,5527142,16711422,8618883,14869736,10133420,3554127,7765391,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9909412285515589
16119284,16185079,5538796,10987174,2236962,7237230,14176576,10533620,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.6094783392235508
16711422,2171429,15330288,7366483,4417477,2038804,11182996,9937076,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957
2435118,16711421,1052172,1188107,15178557,4556581,5000268,6401083,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.2662779554037518
16579579,15198442,1381653,11246993,15593454,16381688,6966347,1315092,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5470550804747079
2565142,7034703,2843036,11509388,14999773,2374505,4802595,5518900,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.25490572259047906
15724530,16579836,3765737,6665539,5658473,5657169,986638,2171182,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9651550416917775
15461096,16382973,9808588,9868693,6118749,4877962,2697513,15564970,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.6712456760504388
16185078,4363254,263172,6447457,10526623,14083575,9748467,5080514,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.038644348172214
12500670,16711422,11645877,9288090,131586,4361813,6381921,1645851,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5985800103205126
15725043,7257293,15658474,13085559,7429454,11122242,2499102,1382945,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.1411238128197887
16711422,16185595,3289650,2171427,4094149,9413305,4353174,10395294,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.0320839457529005
15725044,16711422,3501791,6665539,65793,5135485,7697781,9346489,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9009000282198735
16579836,3958444,5921623,10922134,5074014,15133423,1052688,11899310,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.1805445241004624
1904397,3964228,5393217,1972506,12753735,1908513,15590087,1842974,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.5863058711129872
16711422,6382696,10461603,2105636,14211289,5460819,15264233,8224898,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3.678992259445038
1251373,15527148,4280175,1522287,9934743,7119057,14082796,4817087,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.96350266476097
16711422,5967624,11509148,8212556,7218977,10383468,13612981,16711679,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.674666814134635
16711422,3231897,2828842,5677625,10657692,14935533,6052184,16447225,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.4792918760056348
16382457,3438793,9939643,13885680,4096210,6842472,10526880,10338021,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.2474767586789683
13883890,16711422,4693672,3563750,1581619,9282238,5462891,2630945,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1675944729582781
16711422,3496604,723723,13688555,10591898,6773851,8758726,2441073,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.650805035878439
16711422,328965,10263708,6184542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.8492920254177063
16250871,3174591,16185335,14476784,8298179,10974635,4816832,6842472,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5271459614413952
16711422,2645422,10262419,14214898,394758,9150915,7170407,15923446,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1.7253404274393398
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1.4394742379624097
16185078,531752,5680326,2302755,5460819,10657694,13622753,4807780,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.9304050508597326
15657958,14475237,14475993,14736606,2844082,1644825,14039091,6973801,0,0,0,0,0,0,1,0,0,0,0,0,0,21,2.0514766754382183
16711422,4486134,2302755,5941728,14347513,10657952,6118749,16645886,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.7057378452643903
16645629,6659250,4357557,5015221,5263440,3223857,11118503,7910568,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.041721684423081
3940974,16645628,3015737,15245638,5395423,9086142,4150946,8347723,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.8666294981562146
16711422,15658995,2642665,855568,9083330,15922420,6250854,10532078,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7713873228389343
986895,1513499,14586187,15288433,3815226,6184800,10725807,15294551,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.2403940274611676
3289650,5986134,7556700,3158067,9472647,5723996,3486260,13456511,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5047255410827315
16579836,15725042,3699167,7179733,6843247,14111040,15843139,3750733,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.46389599424772127
16711157,15857145,2369581,15202800,4293701,6251626,9937069,3172562,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.4615499379560248
16514043,2447646,8476737,3091741,13885932,5139524,11247231,3892881,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.0837667701060183
15658233,5588175,15855345,16250611,8561594,592146,4746124,657672,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.9887265366675746
16711422,6710886,2303530,8757434,6316645,13949409,12560762,14703669,0,0,0,0,0,0,1,0,0,0,0,0,0,43,1.0516143368046276
16184297,2829099,6249563,12335189,10789793,7632767,15915743,12894389,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.3588493248665099
16448250,3157806,15134452,15330283,4548224,6577238,10985626,9413557,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.7742793541369664
16711422,4955602,12170674,0,16317948,13823733,2303530,6908265,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.0744391643498465
6591684,5791096,1975364,7502229,16711422,3291226,8881796,14412019,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2736998377914222
1383469,16711422,3235723,5613255,2504301,15922424,328965,4297146,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.4900976929537
16711422,1971820,15642794,14570824,14803949,5393480,9217222,11835532,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.5359949327771492
16382457,5287850,4092812,6776679,5413524,10461087,3289650,13888233,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3.2722844859568747
16579578,11611262,2168852,15979080,11092270,16645117,14003542,13517213,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.8639325086331069
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1.2145926839581254
16645629,5999341,12039861,6052956,5011423,123,14607348,14176576,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.0478833027714254
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097
16185076,11052704,4495505,9676721,7628640,7297892,10333866,657930,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.085702874891095
1581371,16711422,5527398,11766384,15098157,2039583,10396073,15001064,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.2679960896941245
15528947,16711422,13554135,3765226,6250078,10329244,328965,9939955,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.8426417110722126
16645629,15922164,329503,11443852,7364430,1580570,3025181,2842099,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.5081515369566144
16711165,0,15659249,10586065,2565428,12097156,9447048,6247548,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.0292231095525577
13357783,3552822,16579836,5065290,3958666,10461087,10068390,15282979,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.331817188853124
16316664,14013916,918996,10526108,460551,7037280,7574235,14543067,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.8294204532689344
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1.4394742379624097
16711422,15589607,8134998,11901099,7949678,16514556,15527150,2631205,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.4976471528066206
2829099,465029,16448250,15132915,9607881,9473936,10329501,5855577,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.4364585820901445
16250613,16119541,15593200,0,11312535,10133158,7693920,2975217,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1.9870381466888245
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5719994420364878
16711422,4474964,5613012,15001579,16316921,8028039,12435395,9751273,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2256336829662215
2236962,16250613,13410923,7953482,987664,12212815,1185054,7754327,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.3477142324449747
3108189,3287326,15368255,16711165,13487861,14871529,3030320,9285542,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.300791533154419
16514043,5550322,2840268,13822458,16645886,16711166,9934743,4549329,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5300144683340933
16251387,1777707,4941454,9871278,7503765,11780048,3882826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.3070053820246095
1450300,5527142,14778674,16645629,14706730,14803687,3554127,10133420,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.8920464477860788
16711422,263172,10461087,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2.8570254739001872
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,1.3484014588983335
16711422,2105636,3699167,6382695,10330278,5460819,14145755,14935268,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.2692217805254882
16711422,3570543,3750203,4277320,15313217,4144705,7303022,14673637,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.7540256581030004
16382974,16711422,6254467,1056561,9936809,14369623,10728414,15912661,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5134758503324955
16514043,3764703,12097667,5395026,14147568,657930,4087465,8493261,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.035160709375672
16645629,5933805,6645093,4881122,11249831,14608378,460551,14176576,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.3447695947917226
16645629,13120043,197379,12161165,14108480,228,14935036,15509669,0,0,0,0,0,0,0,1,0,0,0,0,0,25,1.2613925397539023
16711422,3355443,6250335,10724259,16447994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.0497800265819723
16316664,5287850,4093068,6776679,3289650,5413524,10461087,13822696,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2.661961187855531
16251128,13359343,16711422,3692176,9215679,6519720,8932939,11902350,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.6327220102227156
15790319,15593200,15790576,15724271,12040119,12105913,12106169,12171449,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1.6160468835344521
16711422,6120561,14540513,2314994,789775,9805993,15461869,14452803,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.252592150827422
2235674,2759203,1645347,6707019,1514264,16711422,5005165,15988214,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.8737780981997195
16711422,16054007,2302755,2172459,8823734,5726319,14606560,11382189,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1.9333454058793533
16711422,3372632,14985288,7763574,14608612,9089183,6395262,11454909,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.553880594555683
16711422,394758,10724259,6118749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.273093083714549
16248812,12442592,460551,3702723,14211667,14497934,10657690,6513506,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.1936085193337012
16645113,3223342,14916175,14805603,15437275,6645092,4421356,14962740,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.24384207015162906
15923452,15856113,2116492,10723221,8886323,3749940,7563350,10529207,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.7025888984974633
14803425,591880,11114617,8218961,14470016,9864032,10467238,1579294,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.5871004576116046
16645629,2103576,3240407,2032902,9459270,5202045,8789273,11050648,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1.5781261048090407
16579836,1448477,16376679,7054029,2104861,15922426,7370190,12100235,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.4981634902733425
16053229,16174662,11844286,11021085,12167540,13817562,7041400,9869462,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.3466371184159778
16645629,16041291,6315355,2302755,11707797,11674758,11768123,4956619,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.9250728284063368
6654940,5666765,16445667,13555952,14326848,13973604,14730845,1452613,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.3416772044819605
15526891,1447446,11707549,4671822,6316128,14726818,14737633,10132382,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.1076713030198717
15592683,12030584,65793,15790322,7237741,8611407,15000035,14409694,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.108985796535132
16250613,99,159,11448008,14211296,328965,10924976,5197950,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2.2486008582133783
16119285,8030104,9132369,11706763,13753058,3289650,14179129,13815430,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1.8350110208844255
16119285,15284006,4736839,11704212,2304321,2631720,14541030,10198696,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.9480421754477726
16645626,16243033,14545147,7917818,5220952,65884,2368286,6380888,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.304876871170821
16579836,460551,4290719,6645093,10527131,10138184,8759489,12767377,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5125291672772219
16645109,16580094,13674868,9595714,14533784,6566932,16382714,8169685,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.581658695814816
1514532,65793,4877715,14803167,7511494,10132121,6845260,14213096,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.9088207971270215
15198960,16240198,16711422,1520500,6901064,9936556,5463669,12952397,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.849020689307065
16448250,12136745,5975122,4728908,15157053,3433648,2302755,5996246,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.4710762483361312
